Datetime,Status,Health,Level,Scale,Plugged,Voltage,Temperature
2019-11-09 04:10:34,Discharging,Good,32,100,None,3754,32.0
2019-11-09 04:06:27,Discharging,Good,33,100,None,3779,31.0
2019-11-09 04:04:54,Discharging,Good,33,100,None,3779,31.0
2019-11-09 03:56:27,Discharging,Good,33,100,None,3780,31.0
2019-11-09 03:46:28,Discharging,Good,33,100,None,3781,31.0
2019-11-09 03:36:27,Discharging,Good,33,100,None,3781,31.0
2019-11-09 03:32:28,Discharging,Good,34,100,None,3782,31.0
2019-11-09 03:26:28,Discharging,Good,34,100,None,3782,31.0
2019-11-09 03:16:28,Discharging,Good,34,100,None,3782,31.0
2019-11-09 03:06:28,Discharging,Good,34,100,None,3783,31.0
2019-11-09 02:56:27,Discharging,Good,34,100,None,3784,31.0
2019-11-09 02:46:27,Discharging,Good,34,100,None,3785,31.0
2019-11-09 02:36:27,Discharging,Good,34,100,None,3784,31.0
2019-11-09 02:26:36,Discharging,Good,34,100,None,3770,31.0
2019-11-09 02:26:27,Discharging,Good,34,100,None,3784,31.0
2019-11-09 02:16:27,Discharging,Good,34,100,None,3784,32.0
2019-11-09 02:08:33,Discharging,Good,34,100,None,3767,32.0
2019-11-09 02:08:31,Discharging,Good,34,100,None,3786,31.0
2019-11-09 02:06:27,Discharging,Good,34,100,None,3785,32.0
2019-11-09 01:56:27,Discharging,Good,34,100,None,3786,32.0
2019-11-09 01:46:27,Discharging,Good,34,100,None,3786,32.0
2019-11-09 01:36:27,Discharging,Good,34,100,None,3786,33.0
2019-11-09 01:26:27,Discharging,Good,34,100,None,3785,33.0
2019-11-09 01:16:27,Discharging,Good,34,100,None,3787,33.0
2019-11-09 01:06:27,Discharging,Good,34,100,None,3787,32.0
2019-11-09 00:56:27,Discharging,Good,34,100,None,3788,33.0
2019-11-09 00:46:27,Discharging,Good,34,100,None,3788,32.0
2019-11-09 00:36:27,Discharging,Good,34,100,None,3787,32.0
2019-11-09 00:26:27,Discharging,Good,34,100,None,3787,32.0
2019-11-09 00:16:27,Discharging,Good,34,100,None,3787,33.0
2019-11-09 00:15:26,Discharging,Good,34,100,None,3756,33.0
2019-11-09 00:15:16,Discharging,Good,34,100,None,3785,33.0
2019-11-09 00:12:34,Discharging,Good,34,100,None,3753,34.0
